Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
Etoposide Injection,"Fresenius Kabi USA, LLC",888-386-1300,"1 gram per 50 mL, 20 mg per mL, MDV (NDC 63323-104-50)",Revised,06/12/2019,,,,,Oncology,Resolved,06/12/2019,,01/24/2018,,,,,,,
Etoposide Injection,Teva Pharmaceuticals,800-545-8800,100 mg/5 mL Multiple-dose Vials (NDC 0703-5653-01),Revised,08/16/2019,,This product is being discontinued due to a business decision.,,,Oncology,To be Discontinued,08/16/2019,08/16/2019,01/24/2018,,,,,,,
Etoposide Injection,Teva Pharmaceuticals,800-545-8800,500 mg/25 mL Multiple-dose Vials (NDC 0703-5656-01),Revised,08/16/2019,,This product is being discontinued due to a business decision.,,,Oncology,To be Discontinued,08/16/2019,08/16/2019,01/24/2018,,,,,,,
Etoposide Injection,Teva Pharmaceuticals,800-545-8800,1 gram/50 mL Multiple-dose Vials (NDC 0703-5657-01),Revised,08/16/2019,,This product is being discontinued due to a business decision.,,,Oncology,To be Discontinued,08/16/2019,08/16/2019,01/24/2018,,,,,,,
Etoposide Injection,West-Ward Pharmaceuticals,800-631-2174,"20 mg/mL, 5 mL vial (NDC 0143-9510-01)",Revised,06/12/2019,,,,,Oncology,Resolved,06/12/2019,,06/20/2018,,,,,,,
Etoposide Injection,West-Ward Pharmaceuticals,800-631-2174,"20 mg/mL, 25 mL vial (NDC 0143-9511-01)",Revised,06/12/2019,,,,,Oncology,Resolved,06/12/2019,,06/20/2018,,,,,,,
Etoposide Injection,West-Ward Pharmaceuticals,800-631-2174,"20 mg/mL, 50 mL vial (NDC 0143-9512-01)",Revised,06/12/2019,,,,,Oncology,Resolved,06/12/2019,,06/20/2018,,,,,,,
Etoposide Phosphate (Etopophos) Injection,Bristol Myers Squibb Co.,800-332-2056,Etopophos Injection 100 mg (1VL) 10.6 mL US (NDC 0015-3404-20),Revised,06/12/2019,, ,,,Oncology,Resolved,06/12/2019,,09/16/2016,,,,,,,
Exenatide (BYDUREON) Extended Release for Injectable Suspension,AstraZeneca,800-236-9933,"BYDUREON® (exenatide extended-release) for injectable suspension, for subcutaneous use;  Single Dose Tray presentation; (2 mg) (NDC 0310-6520-04)",New,04/03/2018,,"The planned permanent discontinuance of the Bydureon Single Dose Tray inventory from the U.S. market is September 30, 2018.  There are currently 2 other delivery options for exenatide-extended-release:  the Bydureon® Dual Chamber Pen presentation (NDC 0310-6530-04) and Bydureon® BCise™ (NDC 0310-6540-04).",,,Endocrinology/Metabolism,To be Discontinued,04/03/2018,04/03/2018,04/03/2018,,,,,,,
Fenofibric Acid Delayed-Release Capsules,Par Pharmaceutical,800-828-9393,Fenofibric Acid Delayed-Release Capsules 45mg 90s (NDC 10370-209-09),New,04/15/2019,,Par has made a business decision to permanently discontinue the drug product.,,,Endocrinology/Metabolism,To be Discontinued,04/15/2019,04/15/2019,04/15/2019,,,,,,,
Fenofibric Acid Delayed-Release Capsules,Par Pharmaceutical,800-828-9393,Fenofibric Acid Delayed-Release Capsules 135mg 90s (NDC 10370-210-09),New,04/15/2019,,Par has made a business decision to permanently discontinue the drug product.,,,Endocrinology/Metabolism,To be Discontinued,04/15/2019,04/15/2019,04/15/2019,,,,,,,
Fenofibric Acid Delayed-Release Capsules,Mylan Pharmaceuticals Inc.,800-796-9526,"45 mg, 90 count bottle (NDC 0378-2589-77)",New,05/02/2019,,,,,Endocrinology/Metabolism,To be Discontinued,05/02/2019,05/02/2019,05/02/2019,,,,,,,
Fenofibric Acid Delayed-Release Capsules,Mylan Pharmaceuticals Inc.,800-796-9526,"135 mg, 90 count bottle (NDC 0378-2590-77)",New,05/02/2019,,,,,Endocrinology/Metabolism,To be Discontinued,05/02/2019,05/02/2019,05/02/2019,,,,,,,
Fentanyl Citrate (Sublimaze) Injection,Akorn Pharmaceuticals,800-932-5676,5 mL ampule 25 pack (NDC 17478-0030-55),Revised,11/21/2016,Available,,,Other,Analgesia/Addiction;Pediatric,Current,,,,,,,,,,
Fentanyl Citrate (Sublimaze) Injection,"Hospira, Inc.",844-646-4398,100 mcg/2 mL (50 mcg/mL); Carpuject Luer Lock Glass Syringe (NDC 00409-1276-32),Revised,11/22/2019,Next Delivery and Estimated Recovery: August 2020,Shortage per Manufacturer: Manufacturing Delay,,Other,Analgesia/Addiction;Pediatric,Current,,,,,,,,https://www.fda.gov/media/128550/download,,
Fentanyl Citrate (Sublimaze) Injection,"Hospira, Inc.",844-646-4398,100 mcg/2 mL (50 mcg/mL); Glass Ampul (NDC 00409-9093-32),Revised,11/22/2019,Next Delivery and Estimated Recovery: December 2019,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,,Other,Analgesia/Addiction;Pediatric,Current,,,,,,,,https://www.fda.gov/media/128550/download,,
Fentanyl Citrate (Sublimaze) Injection,"Hospira, Inc.",844-646-4398,250 mcg/5 mL (50 mcg/mL); Glass Ampul (NDC 00409-9093-35),Revised,11/22/2019,Available,,,Other,Analgesia/Addiction;Pediatric,Current,,,,,,,,https://www.fda.gov/media/128550/download,,
Fentanyl Citrate (Sublimaze) Injection,"Hospira, Inc.",844-646-4398,1000 mcg/20 mL (50 mcg/mL); Glass Ampul (NDC 00409-9093-38),Revised,11/22/2019,Discontinued,,,Discontinuation of the manufacture of the drug,Analgesia/Addiction;Pediatric,Current,,,,,,,,https://www.fda.gov/media/128550/download,,
Fentanyl Citrate (Sublimaze) Injection,"Hospira, Inc.",844-646-4398,100 mcg/2 mL (50 mcg/mL); Single Dose Glass Fliptop Vial (NDC 00409-9094-22),Revised,11/22/2019,Limited Supply Available. Next Delivery: November 2019; Estimated Recovery: December 2019,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,,Other,Analgesia/Addiction;Pediatric,Current,,,,,,,,https://www.fda.gov/media/128550/download,,
Fentanyl Citrate (Sublimaze) Injection,"Hospira, Inc.",844-646-4398,250 mcg/5 mL (50 mcg/mL); Single Dose Glass Fliptop Vial (NDC 00409-9094-25),Revised,11/22/2019,Available,,,Other,Analgesia/Addiction;Pediatric,Current,,,,,,,,https://www.fda.gov/media/128550/download,,
Fentanyl Citrate (Sublimaze) Injection,"Hospira, Inc.",844-646-4398,500 mcg/10 mL (50 mcg/mL); Single Dose Glass Fliptop Vial (NDC 00409-9094-28),Revised,11/22/2019,Limited Supply Available. Next Delivery and Estimated Recovery: December 2019,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,,Other,Analgesia/Addiction;Pediatric,Current,,,,,,,,https://www.fda.gov/media/128550/download,,
Fentanyl Citrate (Sublimaze) Injection,"Hospira, Inc.",844-646-4398,"1,000 mcg/20 mL (50 mcg/mL); Single Dose Glass Fliptop Vial (NDC 00409-9094-31)",Revised,11/22/2019,Next Delivery: November 2019; Estimated Recovery: December 2019,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,,Other,Analgesia/Addiction;Pediatric,Current,,,,,,,,https://www.fda.gov/media/128550/download,,
Fentanyl Citrate (Sublimaze) Injection,"Hospira, Inc.",844-646-4398,"2,500 mcg/50 mL (50 mcg/mL); Single Dose Glass Fliptop Vial (NDC 00409-9094-61)",Revised,11/22/2019,Next Delivery: November 2019; Estimated Recovery: December 2019,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,,Other,Analgesia/Addiction;Pediatric,Current,,,,,,,,https://www.fda.gov/media/128550/download,,
Fentanyl Citrate (Sublimaze) Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,50 mcg/mL 2 mL ampul (NDC 0641-6024-10),Revised,10/09/2019,This presentation is temporarily on backorder.,Additional lots will be scheduled for manufacturing.  Product will be made available as it is released.,,Demand increase for the drug,Analgesia/Addiction;Pediatric,Current,,,,,,,,,,
Fentanyl Citrate (Sublimaze) Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,50 mcg/mL 5 mL ampul (NDC 0641-6025-10),Revised,10/09/2019,This presentation is temporarily on backorder.,Additional lots will be scheduled for manufacturing.  Product will be made available as it is released.,,Demand increase for the drug,Analgesia/Addiction;Pediatric,Current,,,,,,,,,,
Fentanyl Citrate (Sublimaze) Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,50 mcg/mL 20 mL ampul (NDC 0641-6026-05),Revised,10/09/2019,This presentation is temporarily on backorder.,Additional lots will be scheduled for manufacturing.  Product will be made available as it is released.,,Demand increase for the drug,Analgesia/Addiction;Pediatric,Current,,,,,,,,,,
Fentanyl Citrate (Sublimaze) Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"50 mcg/mL 2 mL vial
(NDC 0641-6027-25)",Revised,10/09/2019,Inventory is currently available.,Additional lots will be scheduled for manufacturing as needed.  Product will be made available as it is released.,,Demand increase for the drug,Analgesia/Addiction;Pediatric,Current,,,,,,,,,,
Fentanyl Citrate (Sublimaze) Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"50 mcg/mL 5 mL vial
(NDC 0641-6028-25)",Revised,10/09/2019,Inventory is currently available.,Additional lots will be scheduled for manufacturing as needed.  Product will be made available as it is released.,,Demand increase for the drug,Analgesia/Addiction;Pediatric,Current,,,,,,,,,,
Fentanyl Citrate (Sublimaze) Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,50 mcg/mL 20 mL vial (NDC 0641-6029-25),Revised,10/09/2019,This presentation is temporarily on backorder.,Additional lots will be scheduled for manufacturing as needed.  Product will be made available as it is released.,,Demand increase for the drug,Analgesia/Addiction;Pediatric,Current,,,,,,,,,,
Fentanyl Citrate (Sublimaze) Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"50 mcg/mL  50 mL vial
(NDC 0641-6030-01)",Revised,10/09/2019,Inventory is currently available.,Additional lots will be scheduled for manufacturing as needed.  Product will be made available as it is released.,,Demand increase for the drug,Analgesia/Addiction;Pediatric,Current,,,,,,,,,,
Fentanyl Citrate (Sublimaze) Injection,Akorn Pharmaceuticals,800-932-5676,2 mL ampule 10 pack (NDC 17478-0030-02),Revised,11/21/2016,Available,,,Other,Analgesia/Addiction;Pediatric,Current,,,,,,,,,,
Fentanyl Citrate (Sublimaze) Injection,Akorn Pharmaceuticals,800-932-5676,2 mL ampule; 25 pack (NDC 17478-0030-25),Revised,11/21/2016,Available,,,Other,Analgesia/Addiction;Pediatric,Current,,,,,,,,,,
Fentanyl Citrate (Sublimaze) Injection,Akorn Pharmaceuticals,800-932-5676,5 mL ampule 10 pack (NDC 17478-0030-05),Revised,11/21/2016,Available,,,Other,Analgesia/Addiction;Pediatric,Current,,,,,,,,,,
Fentanyl Citrate (Sublimaze) Injection,Akorn Pharmaceuticals,800-932-5676,20 mL ampule (NDC 17478-0030-20),Revised,11/21/2016,Available,,,Other,Analgesia/Addiction;Pediatric,Current,,,,,,,,,,
Finasteride Tablets,Mylan Pharmaceuticals Inc.,800-RXMYLAN (1-800-796- 9526),5 mg tablet (NDC 0378-5036-05)(NDC 0378-5036-77)(NDC 0378-5036-93),New,05/23/2018,,The discontinuation of this product is a business decision,,,Urology,To be Discontinued,05/23/2018,05/23/2018,05/23/2018,,,,,,,
Fludrocortisone Acetate Tablets,Teva Pharmaceuticals,800-545-8800,"0.1 mg, 100 count bottle (NDC 0555-0997-02)",Revised,08/07/2019,,,Available,,Endocrinology/Metabolism,Resolved,08/07/2019,,12/12/2018,,,,,,,
Fludrocortisone Acetate Tablets,Impax Laboratories,877-835-5472,"0.1 mg, 100 count bottle (NDC 0115-7033-01)",Revised,08/07/2019,,,Available,,Endocrinology/Metabolism,Resolved,08/07/2019,,12/12/2018,,,,,,,
Fludrocortisone Acetate Tablets,Impax Laboratories,877-835-5472,"0.1 mg, 500 count bottle (NDC 0115-7033-02)",Revised,08/07/2019,,,Available,,Endocrinology/Metabolism,Resolved,08/07/2019,,12/12/2018,,,,,,,
"Flumazenil Injection, USP",Mylan Pharmaceuticals Inc.,800-796-9526,0.1mg/1ml (NDC 67457-444-10),New,07/19/2019,,Discontinuation of the manufacture of the drug.,,,Neurology,To be Discontinued,07/19/2019,07/19/2019,07/19/2019,,,,,,,
Fluorescein Injection,Novartis,888-669-6682,Fluorescite (fluorescein injection) 10% 5 mL vial (NDC 0065-0092-65),Reverified,05/08/2019,Available,,,Other,Ophthalmology,Current,,,06/15/2018,,,,,,,
Fluorescein Injection,Akorn Pharmaceuticals,800-932-5676,"AK-FLUOR® (fluorescein injection, USP) 10%, 100 mg/mL in a 5 mL single use vial (NDC 17478-253-10)",Revised,05/01/2019,Available,Continue to allocate available inventory,,Shortage of an active ingredient,Ophthalmology,Current,,,08/09/2018,,,,,,,
Fluorescein Injection,Akorn Pharmaceuticals,800-932-5676,"AK-FLUOR® (fluorescein injection, USP) 25%, 250 mg/mL in a 2 mL single use vial (NDC 17478-250-20)",Revised,05/01/2019,Available,Expected availability October 2018,,Shortage of an active ingredient,Ophthalmology,Current,,,08/09/2018,,,,,,,
Fluorescein Sodium and Benoxinate Hydrochloride Ophthalmic Solution,Altaire,631-722-5988 ext. 27,"Altafluor Solution Fluorescein sodium 0.25% and Benoxinate HCl 0.4%, 5 mL bottle (NDC 59390-0218-05)",Reverified,10/01/2018,Available,"This product is also being distributed by Ocusoft, Cardinal, Henry Schein, Eye Care & Cure, Accutome, Amcom, Hillsinger, Supply Eye, Sunset Pharmacueticals, and Dynamic Diagnostics.",,Other,Ophthalmology,Current,,,05/10/2018,,,,,,,
Fluorescein Sodium and Benoxinate Hydrochloride Ophthalmic Solution,Altaire,631-722-5988 ext.27,"Flurox Solution  Fluorescein sodium 2.5mg (0.25%), benoxinate hydrochloride 4mg (0.4%), 5mL bottle (NDC 54799-508-05)",Reverified,10/01/2018,Unavailable,Distributed by OCuSoft. Product Discontinued.,,Other,Ophthalmology,Current,,,05/10/2018,,,,,,,
Fluorescein Strips,HUB Pharmaceuticals,800-EYE-DROP,BIOGLO Fluorescein Sodium Ophthalmic Strips USP 100 Strips per box (ndc 17238-900-11),Revised,10/23/2019,Available,,,,Ophthalmology,Current,,,02/20/2018,,,,,,,
Fluorescein Strips,HUB Pharmaceuticals,800-EYE-DROP,BIOGLO Fluorescein Sodium Ophthalmic Strips USP 300 Strips per box (NDC 17238-900-30),Revised,10/23/2019,Available,,,,Ophthalmology,Current,,,02/20/2018,,,,,,,
Fluorescein Strips,Akorn Pharmaceuticals,800-932-5676,Ful-Glo 1.0 mg 100 sterile strips (NDC 17478-404-01),Reverified,06/21/2019,On backorder,Availability Q12020,,Other,Ophthalmology,Current,,,02/06/2018,,,,,,,
Fluorescein Strips,Akorn Pharmaceuticals,800-932-5676,Ful-Glo 0.6 mg 300 sterile strips (NDC 17478-403-03),Reverified,06/21/2019,On backorder,Availability Q12020,,Other,Ophthalmology,Current,,,02/06/2018,,,,,,,
Fluoxetine Capsules,Sandoz,800-525-8747,"Fluoxetine capsules, 10 mg, 100 count bottle (NDC 0781-2823-01)",New,02/23/2018,,Sandoz Inc. has made a business decision to permanently discontinue Fluoxetine Capsules.,,,Psychiatry,To be Discontinued,02/23/2018,02/23/2018,02/23/2018,,,,,,,
Fluoxetine Capsules,Sandoz,800-525-8747,"Fluoxetine capsules, 10 mg, 1000 count bottle (NDC 0781-2823-10)",New,02/23/2018,,Sandoz Inc. has made a business decision to permanently discontinue Fluoxetine Capsules,,,Psychiatry,To be Discontinued,02/23/2018,02/23/2018,02/23/2018,,,,,,,
Fluoxetine Capsules,Sandoz,800-525-8747,"Fluoxetine capsules, 20 mg, 100 count bottle (NDC 0781-2822-01)",New,02/23/2018,,Sandoz Inc. has made a business decision to permanently discontinue Fluoxetine Capsules.,,,Psychiatry,To be Discontinued,02/23/2018,02/23/2018,02/23/2018,,,,,,,
Fluoxetine Capsules,Sandoz,800-525-8747,"Fluoxetine capsules, 20 mg, 1000 count bottle (NDC 0781-2822-10)",New,02/23/2018,,Sandoz Inc. has made a business decision to permanently discontinue Fluoxetine Capsules.,,,Psychiatry,To be Discontinued,02/23/2018,02/23/2018,02/23/2018,,,,,,,
Fluoxetine Capsules,Sandoz,800-525-8747,"Fluoxetine capsules, 40 mg, 100 count bottle (NDC 0781-2824-01)",New,02/23/2018,,Sandoz Inc. has made a business decision to permanently discontinue Fluoxetine Capsules.,,,Psychiatry,To be Discontinued,02/23/2018,02/23/2018,02/23/2018,,,,,,,
Fluoxetine Capsules,Sandoz,800-525-8747,"Fluoxetine capsules, 40 mg, 1000 count bottle (NDC 0781-2824-10)",New,02/23/2018,,Sandoz Inc. has made a business decision to permanently discontinue Fluoxetine Capsules.,,,Psychiatry,To be Discontinued,02/23/2018,02/23/2018,02/23/2018,,,,,,,
Fluoxetine Capsules,Sandoz,800-525-8747,"Fluoxetine capsules, 40 mg, 30 count bottle (NDC 0781-2824-31)",New,02/23/2018,,Sandoz Inc. has made a business decision to permanently discontinue Fluoxetine Capsules.,,,Psychiatry,To be Discontinued,02/23/2018,02/23/2018,02/23/2018,,,,,,,
Fluoxetine Capsules,Mylan Pharmaceuticals Inc.,800-796-9526,"10 mg, 28 count bottle (NDC 0378-5410-28)",New,05/02/2019,,,,,Psychiatry,To be Discontinued,05/02/2019,05/02/2019,05/02/2019,,,,,,,
Fluoxetine Capsules,Mylan Pharmaceuticals Inc.,800-796-9526,"20 mg, 28 count bottle (NDC 0378-5420-28)",New,05/02/2019,,,,,Psychiatry,To be Discontinued,05/02/2019,05/02/2019,05/02/2019,,,,,,,
Fluphenazine Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"1 mg, 100 count bottle (NDC 0378-6004-01)",New,05/02/2019,,,,,Psychiatry,To be Discontinued,05/02/2019,05/02/2019,05/02/2019,,,,,,,
Fluphenazine Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"1 mg, 500 count bottle (NDC 0378-6004-05)",New,05/02/2019,,,,,Psychiatry,To be Discontinued,05/02/2019,05/02/2019,05/02/2019,,,,,,,
Fluphenazine Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"2.5 mg, 100 count bottle (NDC 0378-6009-01)",New,05/02/2019,,,,,Psychiatry,To be Discontinued,05/02/2019,05/02/2019,05/02/2019,,,,,,,
Fluphenazine Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"2.5 mg, 500 count bottle (NDC 0378-6009-05)",New,05/02/2019,,,,,Psychiatry,To be Discontinued,05/02/2019,05/02/2019,05/02/2019,,,,,,,
Fluphenazine Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"5 mg, 100 count bottle (NDC 0378-6074-01)",New,05/02/2019,,,,,Psychiatry,To be Discontinued,05/02/2019,05/02/2019,05/02/2019,,,,,,,
Fluphenazine Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"5 mg, 500 count bottle (NDC 0378-6074-05)",New,05/02/2019,,,,,Psychiatry,To be Discontinued,05/02/2019,05/02/2019,05/02/2019,,,,,,,
Fluphenazine Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"10 mg, 100 count bottle (NDC 0378-6097-01)",New,05/02/2019,,,,,Psychiatry,To be Discontinued,05/02/2019,05/02/2019,05/02/2019,,,,,,,
Fluphenazine Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"10 mg, 500 count bottle (NDC 0378-6097-05)",New,05/02/2019,,,,,Psychiatry,To be Discontinued,05/02/2019,05/02/2019,05/02/2019,,,,,,,
Flurazepam Hydrochloride Capsules,Mylan Pharmaceuticals Inc.,800-796-9526,Flurazepam HCl 15mg C 100s (NDC 0378-4415-01),Revised,11/12/2019,Out of Stock. Resupply is Q4 2019.,,,Other,Psychiatry,Current,,,03/14/2019,,,,,,,
Flurazepam Hydrochloride Capsules,Mylan Pharmaceuticals Inc.,800-796-9526,Flurazepam HCl 30mg C 100s (NDC 0378-4430-01),Revised,11/12/2019,Out of Stock. Resupply is Q1 2020.,,,Other,Psychiatry,Current,,,03/14/2019,,,,,,,
Flurbiprofen Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"50 mg, 100 count bottle (NDC 0378-0076-01)",New,05/02/2019,,,,,Rheumatology,To be Discontinued,05/02/2019,05/02/2019,05/02/2019,,,,,,,
Flurbiprofen Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"100 mg, 100 count bottle (NDC 0378-0093-01)",New,05/02/2019,,,,,Rheumatology,To be Discontinued,05/02/2019,05/02/2019,05/02/2019,,,,,,,
"Flutamide Capsules, USP",Teva Pharmaceuticals,800-545-8800,125 mg 180 count (NDC 0591-2466-18),New,06/10/2019,,Discontinuation of the manufacture of the drug.,,,Oncology,To be Discontinued,06/10/2019,06/10/2019,06/10/2019,,,,,,,
